victim_id,criticality
VIC20090001715513,0.1674184501171112
VIC20100001896249,0.01603725738823414
VIC20130000666050,0.05012188479304314
VIC20090000715238,0.06780725717544556
VIC20120002063195,0.008303781971335411
VIC20100001086202,0.014500104822218418
VIC20120000170713,0.008496805094182491
VIC20090001868438,0.07160330563783646
VIC20100000357988,0.033025264739990234
VIC20130001364154,0.015895534306764603
VIC20120002119984,0.06145624443888664
VIC20120002120165,0.012919213622808456
VIC20090000192931,0.05652476102113724
VIC20090000808392,0.0009583077626302838
VIC20100000149414,0.04679787531495094
VIC20110000583517,0.013174789026379585
VIC20130001231159,0.019964607432484627
VIC20130001257958,0.03372568264603615
VIC20110000078225,0.011367580853402615
VIC20100000317797,0.05727479234337807
VIC20090000597065,0.0017021179664880037
VIC20110001503716,0.013511533848941326
VIC20130001477974,0.01210746169090271
VIC20120000501123,0.019557714462280273
VIC20110000103915,0.0016440581530332565
VIC20100002240005,0.1939513087272644
VIC20110001183432,0.016017388552427292
VIC20120000374902,0.014648732729256153
VIC20090000742149,0.16356615722179413
VIC20140000065398,0.017560193315148354
VIC20140000779693,0.0468011274933815
VIC20090000598941,0.09427427500486374
VIC20130001063700,0.01809755526483059
VIC20090000689116,0.2769322097301483
VIC20140000688753,0.027600685134530067
VIC20090001658781,0.07213491201400757
VIC20130001072830,0.0008591273217462003
VIC20110001687714,0.0006508100195787847
VIC20100000729780,0.00153100467287004
VIC20130001418906,0.0396977923810482
VIC20100000769664,0.02447596564888954
VIC20120000859204,0.0579816959798336
VIC20090000571208,0.05237792059779167
VIC20140000267834,0.07511549443006516
VIC20100001186581,0.024117810651659966
VIC20130001160199,0.019965259358286858
VIC20140000786152,0.0007274647359736264
VIC20140000384917,0.01645733416080475
VIC20130001400484,0.02771669812500477
VIC20120001386075,0.03087690845131874
VIC20130000129030,0.04591540992259979
VIC20090000563894,0.0015808835159987211
VIC20130000721529,0.010272553190588951
VIC20130000634541,0.009202932938933372
VIC20130001414454,0.015927476808428764
VIC20120001367025,0.05972018837928772
VIC20140000245221,0.018935974687337875
VIC20100000614878,0.02233210764825344
VIC20100002296196,0.012164158746600151
VIC20100001426945,0.024652888998389244
VIC20110002269011,0.02585233747959137
VIC20130000400113,0.1111513003706932
VIC20090001022733,0.13344071805477142
VIC20130001447909,0.01928587816655636
VIC20130001078736,0.01725444197654724
VIC20100002405782,0.01509036310017109
VIC20110002162467,0.0007585062994621694
VIC20130000847909,0.0007295568939298391
VIC20090001105459,0.06415428221225739
VIC20140000381803,0.021269746124744415
VIC20140000220168,0.020550282672047615
VIC20120001583094,0.009808062575757504
VIC20090001316250,0.06435292214155197
VIC20090000729811,0.001823723898269236
VIC20100001675200,0.012830059044063091
VIC20110001000243,0.0008751024142839015
VIC20130001292025,0.0018873941153287888
VIC20110001980863,0.0007135216146707535
VIC20140000967021,0.08679210394620895
VIC20090000401117,0.06959450989961624
VIC20130001410994,0.0009258597856387496
VIC20090000554716,0.0730755403637886
VIC20120000397939,0.013147137127816677
VIC20120000916892,0.023007886484265327
VIC20090000070669,0.20886723697185516
VIC20140000757911,0.09655929356813431
VIC20120000217968,0.01586991921067238
VIC20130001082741,0.01741987094283104
VIC20100001904624,0.008452110923826694
VIC20140000237387,0.0014788862317800522
VIC20130001523781,0.017229586839675903
VIC20090000002023,0.17628496885299683
VIC20090001261537,0.12484856694936752
VIC20140000124060,0.03374653309583664
VIC20090002051261,0.12074192613363266
VIC20120000823606,0.027367614209651947
VIC20140000480110,0.2272135466337204
VIC20100000760415,0.0007981639355421066
VIC20140000387134,0.025063686072826385
VIC20130001402221,0.03790230304002762
VIC20130000511391,0.00895506888628006
VIC20130000395735,0.0009473811369389296
VIC20140000406840,0.09388147294521332
VIC20090002194743,0.1410531848669052
VIC20130000311301,0.07634618878364563
VIC20120001941527,0.0010970660950988531
VIC20130001384384,0.014998486265540123
VIC20120001482832,0.01959819532930851
VIC20130000053663,0.014503197744488716
VIC20130000899305,0.013958991505205631
VIC20110000383949,0.06925143301486969
VIC20120001161340,0.0008444049744866788
VIC20120001879073,0.03852004557847977
VIC20090000777854,0.07083743065595627
VIC20090001145795,0.45261749625205994
VIC20090000588414,0.11508355289697647
VIC20090000263067,0.06471552699804306
VIC20110001200152,0.030514169484376907
VIC20130001149189,0.013597222045063972
VIC20100001822433,0.016469944268465042
VIC20100002340784,0.08711112290620804
VIC20100001511617,0.007898162119090557
VIC20110000651473,0.0009296094067394733
VIC20140000754351,0.4880324900150299
VIC20110000070420,0.001532959402538836
VIC20120001983721,0.0007226159214042127
VIC20130000141844,0.17846742272377014
VIC20130000864166,0.016470523551106453
VIC20140000691506,0.02262159064412117
VIC20090001716516,0.06530460715293884
VIC20120000182724,0.012064959853887558
VIC20130001252148,0.019786108285188675
VIC20140000252113,0.05182112008333206
VIC20090000632150,0.1458592414855957
VIC20120000335310,0.014863886870443821
VIC20140000208304,0.01390654407441616
VIC20140000269820,0.11419665068387985
VIC20130001271777,0.008334772661328316
VIC20100000408059,0.020601173862814903
VIC20090000437257,0.0028016262222081423
VIC20090001578957,0.058835502713918686
VIC20090000964687,0.2490466982126236
VIC20130001324856,0.016707727685570717
VIC20110001834047,0.000603914842940867
VIC20110001090908,0.010921595618128777
VIC20090000603917,0.06582056730985641
VIC20110000425077,0.014344937168061733
VIC20130001094487,0.05594664812088013
VIC20110000390264,0.026940444484353065
VIC20130000001922,0.02575552649796009
VIC20090000407936,0.0021904774475842714
VIC20090001392136,0.21305786073207855
VIC20090002121555,0.001774139585904777
VIC20130000647078,0.024707535281777382
VIC20140000871125,0.000803325092419982
VIC20130001422383,0.025988461449742317
VIC20090001146784,0.0568176805973053
VIC20120000062622,0.0007651220075786114
VIC20100000261003,0.12864503264427185
VIC20100001206510,0.026739848777651787
VIC20110000110566,0.024029089137911797
VIC20140001245057,0.06600646674633026
VIC20140000145518,0.031456414610147476
VIC20140000777971,0.0248789694160223
VIC20120001976335,0.010228118859231472
VIC20140000426537,0.02594921924173832
VIC20110000897771,0.0007340130978263915
VIC20140000909876,0.013582577928900719
VIC20120001512315,0.20431482791900635
VIC20140000326436,0.016803592443466187
VIC20130000312943,0.0998891144990921
VIC20140000838915,0.06948638707399368
VIC20110001528515,0.044332314282655716
VIC20130001536414,0.11505847424268723
VIC20090001651348,0.0806908905506134
VIC20130000954763,0.0230807363986969
VIC20110000232834,0.09246496111154556
VIC20100001064398,0.04693388566374779
VIC20100000135253,0.03195861354470253
VIC20140000773480,0.025717655196785927
VIC20140000914257,0.057332757860422134
VIC20130001385269,0.10951480269432068
VIC20110000786576,0.0012287474237382412
VIC20140000438922,0.02864684909582138
VIC20110001358814,0.02629612758755684
VIC20110000127412,0.016833079978823662
VIC20110002350413,0.10130178928375244
VIC20130000704153,0.0011428087018430233
VIC20100001909854,0.03267461061477661
VIC20100001891545,0.017947256565093994
VIC20130000906089,0.027996353805065155
VIC20090002282846,0.0012169412802904844
VIC20120001675084,0.011838502250611782
VIC20140000551087,0.00997126754373312
VIC20100001533094,0.015087324194610119
VIC20100000926685,0.03543951362371445
VIC20110000189887,0.05627870187163353
VIC20100001198277,0.001486127614043653
VIC20140000059863,0.02533046342432499
VIC20130001011605,0.015791526064276695
VIC20110001934370,0.03459950536489487
VIC20130001477082,0.0012166545493528247
VIC20090001919585,0.09972179681062698
VIC20100001034279,0.006624467205256224
VIC20130000540446,0.3611464202404022
VIC20110000635611,0.1541062742471695
VIC20100000285874,0.06879888474941254
VIC20140001172756,0.0010869819670915604
VIC20130000887588,0.010984010994434357
VIC20120001475790,0.05224738270044327
VIC20140000000469,0.016898032277822495
VIC20140001155566,0.030788088217377663
VIC20100002371790,0.02463485300540924
VIC20120000860238,0.12214627116918564
VIC20130000312072,0.002097426215186715
VIC20090001250749,0.05119507014751434
VIC20110001155015,0.02809324488043785
VIC20110001594819,0.008114216849207878
VIC20110001518301,0.06534583866596222
VIC20090001722575,0.001312483916990459
VIC20090002336058,0.03412435203790665
VIC20100002159111,0.010579923167824745
VIC20130001159819,0.12255583703517914
VIC20110002264085,0.020787404850125313
VIC20090001676742,0.05112582817673683
VIC20090002134456,0.1286841630935669
VIC20120001172206,0.024567779153585434
VIC20130000344798,0.026022974401712418
VIC20140001326978,0.0018898003036156297
VIC20120001977379,0.018651539459824562
VIC20130000299162,0.018149564042687416
VIC20120002036075,0.015682319179177284
VIC20130001439172,0.052647773176431656
VIC20100000065952,0.04070611298084259
VIC20110001091166,0.03128247708082199
VIC20140000293323,0.015817686915397644
VIC20110002186254,0.013441546820104122
VIC20090002027913,0.03285660967230797
VIC20110002257827,0.0977788120508194
VIC20140001069083,0.1061694324016571
VIC20100001874877,0.016393281519412994
VIC20130001359745,0.013774426653981209
VIC20100000335643,0.01751502975821495
VIC20140000496124,0.024468576535582542
VIC20090000852972,0.1441894769668579
VIC20110000802403,0.016492746770381927
VIC20100001900365,0.0007635101792402565
VIC20140000355749,0.019982527941465378
VIC20130000850083,0.021498262882232666
VIC20120001898573,0.020789409056305885
VIC20110001005711,0.01644308492541313
VIC20120001542840,0.0008717355667613447
VIC20130000355613,0.10063572973012924
VIC20140000738879,0.034501105546951294
VIC20120000123293,0.023792650550603867
VIC20110001162970,0.0255870558321476
VIC20140001312945,0.016909800469875336
VIC20120002046217,0.02410523220896721
VIC20130001234472,0.023620668798685074
VIC20140001329094,0.017087416723370552
VIC20090001550538,0.15691569447517395
VIC20120002073843,0.008236969821155071
VIC20130001037857,0.025640180334448814
VIC20110000830193,0.013339166529476643
VIC20130000794508,0.011419818736612797
VIC20130000023943,0.04137400537729263
VIC20100000260095,0.014935926534235477
VIC20090001779068,0.040386833250522614
VIC20090000405817,0.11470000445842743
VIC20140000086789,0.023390304297208786
VIC20120002084956,0.013279953971505165
VIC20090001442855,0.3140483498573303
VIC20100000739890,0.023830540478229523
VIC20130000491084,0.014554580673575401
VIC20090002356550,0.016989251598715782
VIC20120001844308,0.08768068253993988
VIC20130000313434,0.09885859489440918
VIC20100000114494,0.017452653497457504
VIC20120000912536,0.15339966118335724
VIC20130000343157,0.03599259629845619
VIC20090001900054,0.0032018988858908415
VIC20130000607110,0.02722662314772606
VIC20140000222802,0.031043194234371185
VIC20090001775700,0.0845838263630867
VIC20110000660819,0.028249353170394897
VIC20090000364798,0.07254905253648758
VIC20130000893876,0.01013975404202938
VIC20110000868719,0.0074472627602517605
VIC20090001621214,0.0828830748796463
VIC20090001033131,0.12433865666389465
VIC20110001966527,0.012843890115618706
VIC20120001096788,0.010416283272206783
VIC20090001315834,0.042698949575424194
VIC20140000589464,0.24012529850006104
VIC20110000710613,0.001914229360409081
VIC20140001039911,0.012203694321215153
VIC20130001395816,0.03180835023522377
VIC20140001244816,0.08094853907823563
VIC20100001443382,0.011472003534436226
VIC20090002319616,0.11795193701982498
VIC20110000009517,0.0010133282048627734
VIC20140001224869,0.03803124651312828
VIC20090000956828,0.051267825067043304
VIC20120001693301,0.024371568113565445
VIC20100001267940,0.011050607077777386
VIC20100001680135,0.000855064659845084
VIC20140001138348,0.03316112235188484
VIC20140000605762,0.016139481216669083
VIC20100001790037,0.012576963752508163
VIC20120000994591,0.1455867886543274
VIC20100001847391,0.038823746144771576
VIC20100001919050,0.05934450030326843
VIC20120000377515,0.01318762730807066
VIC20120001587222,0.010159683413803577
VIC20140000646078,0.072602778673172
VIC20120001994264,0.008343937806785107
VIC20140000106407,0.027819542214274406
VIC20130000584597,0.04366195201873779
VIC20090000490558,0.05837264657020569
VIC20120000058224,0.013392697088420391
VIC20110000254355,0.017617737874388695
VIC20090001061395,0.04886825755238533
VIC20130000002660,0.13174332678318024
VIC20100002383841,0.0007308361819013953
VIC20130001324971,0.07882247120141983
VIC20110002306830,0.0068746162578463554
VIC20140000327199,0.01940731704235077
VIC20110001365155,0.018427617847919464
VIC20090000641193,0.22849103808403015
VIC20100001252828,0.019940661266446114
VIC20140000034863,0.0009850922506302595
VIC20120000292308,0.012900959700345993
VIC20100001642137,0.016145706176757812
VIC20090001561772,0.05999748408794403
VIC20090000538466,0.06901174783706665
VIC20130001549892,0.07520654052495956
VIC20110000724719,0.05207828804850578
VIC20090000284692,0.0012181340716779232
VIC20110000650429,0.07116732001304626
VIC20100000200572,0.02240912802517414
VIC20130001289370,0.09320907294750214
VIC20100001208446,0.008627922274172306
VIC20090000215593,0.09117601811885834
VIC20110001118720,0.020938843488693237
VIC20140000237003,0.06387623399496078
VIC20090001787521,0.0009704026160761714
VIC20140000095691,0.02580081857740879
VIC20140001090688,0.029928024858236313
VIC20120000200313,0.0024388153105974197
VIC20110001626973,0.07288691401481628
VIC20130000639095,0.02922586165368557
VIC20130000156463,0.01902840845286846
VIC20120000238921,0.0013975824695080519
VIC20110001625025,0.013676388189196587
VIC20100000108566,0.026413971558213234
VIC20090002154446,0.06855541467666626
VIC20110000296148,0.001866931444965303
VIC20120001882546,0.019511369988322258
VIC20130000823411,0.049999695271253586
VIC20130000922227,0.022686569020152092
VIC20110001732655,0.047380849719047546
VIC20110000379755,0.00895964540541172
VIC20120001969390,0.07797019928693771
VIC20090001296286,0.4306966960430145
VIC20100000430392,0.04104180634021759
VIC20100001183107,0.016714489087462425
VIC20090001565976,0.2538648247718811
VIC20120001175116,0.011829469352960587
VIC20110002092723,0.03589949756860733
VIC20120002084683,0.0012238748604431748
VIC20140000795188,0.03135787695646286
VIC20100000131792,0.019040310755372047
VIC20100002505584,0.3004133701324463
VIC20100001720130,0.11332006007432938
VIC20130000390761,0.04725504666566849
VIC20130001268512,0.01721865125000477
VIC20090000443523,0.08640403300523758
VIC20120001764386,0.17829638719558716
VIC20100000619227,0.0666007399559021
VIC20090001497196,0.044878050684928894
VIC20090001168777,0.21625977754592896
VIC20130001183392,0.052386324852705
VIC20140001351776,0.015262805856764317
VIC20090000766092,0.0015866025350987911
VIC20130000432584,0.032795704901218414
VIC20090001356278,0.21026787161827087
VIC20130001108621,0.012647615745663643
VIC20140000281106,0.04717661440372467
VIC20100001916568,0.021746573969721794
VIC20120001807635,0.015185603871941566
VIC20130000789481,0.017118124291300774
VIC20120000273934,0.011595322750508785
VIC20090001305053,0.044227875769138336
VIC20130000859445,0.025689905509352684
VIC20100000222262,0.025190044194459915
VIC20110001761453,0.020910577848553658
VIC20110002130676,0.00950739998370409
VIC20090000928764,0.09403914213180542
VIC20130000360634,0.1271585077047348
VIC20110001791696,0.042410239577293396
VIC20130001082331,0.040276337414979935
VIC20120002054067,0.07435926795005798
VIC20120000157959,0.01564638875424862
VIC20090002368546,0.026341663673520088
VIC20110000866990,0.010969862341880798
VIC20100002305400,0.001197580248117447
VIC20110001343839,0.022067604586482048
VIC20110001999438,0.010883401148021221
VIC20110001372185,0.18126899003982544
VIC20130000790346,0.0009622478391975164
VIC20120000167978,0.0015488200588151813
VIC20110000382456,0.012713638134300709
VIC20100000393388,0.03568015992641449
VIC20110001703768,0.02074473164975643
VIC20100002083261,0.03930436819791794
VIC20120000443441,0.020778099074959755
VIC20110000826804,0.008081473410129547
VIC20120000352423,0.0009447499760426581
VIC20090001667976,0.028617143630981445
VIC20100000415687,0.03289720416069031
VIC20090000710818,0.0816333070397377
VIC20140000100098,0.01890740543603897
VIC20140001222395,0.011497121304273605
VIC20120001827093,0.02311958186328411
VIC20130001171983,0.021754208952188492
VIC20100002299495,0.009317945688962936
VIC20090001277404,0.11677394807338715
VIC20110002010195,0.010720931924879551
VIC20090002377438,0.058453164994716644
VIC20110002243791,0.02197808027267456
VIC20110000314420,0.10439415276050568
VIC20140000002951,0.018351057544350624
VIC20120000704198,0.001846887986175716
VIC20130001167969,0.02702389843761921
VIC20130000727898,0.008049816824495792
VIC20130000920821,0.06891188770532608
VIC20130001237117,0.0009936440037563443
VIC20140001332495,0.012738565914332867
VIC20120000781541,0.009998577646911144
VIC20140000224053,0.002034788951277733
VIC20100000197553,0.0013556100893765688
VIC20130000435658,0.02072286605834961
VIC20140000830040,0.016575921326875687
VIC20110000492826,0.01158799696713686
VIC20090000895793,0.051959700882434845
VIC20130000316386,0.02368626371026039
VIC20140001126021,0.21750694513320923
VIC20090000950846,0.14811384677886963
VIC20140000900249,0.027240004390478134
VIC20090000080605,0.08937565237283707
VIC20100000151386,0.014794920571148396
VIC20100000391524,0.013812312856316566
VIC20130000680740,0.047954000532627106
VIC20110000373728,0.008045569062232971
VIC20100000057601,0.06480081379413605
VIC20130000862694,0.02310560829937458
VIC20100001030727,0.0007168445736169815
VIC20130000668909,0.008854726329445839
VIC20140000088631,0.03134407103061676
VIC20110002113995,0.02176853083074093
VIC20130000223980,0.025823531672358513
VIC20090000252479,0.07055682688951492
VIC20110002167137,0.006789253558963537
VIC20120001414302,0.0008252374245785177
VIC20090001518057,0.03843635320663452
VIC20130000950934,0.05405488982796669
VIC20140000455561,0.11138773709535599
VIC20110000402044,0.015318555757403374
VIC20100001313396,0.027684198692440987
VIC20130000455172,0.024236522614955902
VIC20120000995067,0.01928146928548813
VIC20090001227370,0.06671285629272461
VIC20140000115787,0.000893971009645611
VIC20130001413340,0.027853071689605713
VIC20130000981547,0.026261892169713974
VIC20130001386188,0.0011193430982530117
VIC20120001447668,0.014826424419879913
VIC20140000050012,0.026258129626512527
VIC20100000531271,0.022709283977746964
VIC20090001174841,0.24969008564949036
VIC20120000570104,0.0014148530317470431
VIC20130000088201,0.05144954472780228
VIC20130000593808,0.06489688903093338
VIC20120001198216,0.0014666079077869654
VIC20140000051905,0.018441110849380493
VIC20120000799676,0.005776498466730118
VIC20120001208219,0.0010614298516884446
VIC20110000919501,0.006990936119109392
VIC20130000304537,0.021533263847231865
VIC20090001637392,0.07474787533283234
VIC20100001317964,0.06968288123607635
VIC20090000353721,0.0492829829454422
VIC20120002142939,0.0017080422258004546
VIC20140000081507,0.03198038041591644
VIC20120002066806,0.0005776021280325949
VIC20140000545176,0.013480470515787601
VIC20100001350059,0.06190326809883118
VIC20130000468646,0.028394781053066254
VIC20110000369749,0.0018337230430915952
VIC20110000220103,0.053051117807626724
VIC20100001107123,0.07615889608860016
VIC20140001168890,0.0146287577226758
VIC20110002109230,0.03061368502676487
VIC20140000406562,0.05124969407916069
VIC20120002021115,0.024116983637213707
VIC20120000217018,0.0352754145860672
VIC20090001077548,0.04888223856687546
VIC20120001748826,0.028973134234547615
VIC20110001618694,0.018973341211676598
VIC20130000970258,0.0725598856806755
VIC20130000525674,0.059351373463869095
VIC20090000342292,0.05062525346875191
VIC20130000817423,0.22791454195976257
VIC20110001991433,0.007584086153656244
VIC20100001376833,0.01816384494304657
VIC20100000095287,0.026945779100060463
VIC20100000301987,0.001791479648090899
VIC20090001562357,0.0014396803453564644
VIC20130000703112,0.08992817252874374
VIC20140001204552,0.017564866691827774
VIC20100000472488,0.01657208241522312
VIC20090000408640,0.031119292601943016
VIC20120001490739,0.04277734085917473
VIC20120002019552,0.001245098770596087
VIC20120000324349,0.015966394916176796
VIC20090000807565,0.1629347950220108
VIC20100002367761,0.1314561367034912
VIC20100000484650,0.03479988873004913
VIC20130000204215,0.0024753320030868053
VIC20090000640976,0.10133760422468185
VIC20090001999752,0.05034085735678673
VIC20120002125762,0.020260917022824287
VIC20120001569156,0.03433879092335701
VIC20090002265872,0.0014197233831509948
VIC20130001301917,0.02427220530807972
VIC20090001478568,0.04691404104232788
VIC20110000575430,0.01293888222426176
VIC20130001462780,0.0017378804041072726
VIC20140000554654,0.12055817991495132
VIC20120000739721,0.08879166096448898
VIC20120001296289,0.020551683381199837
VIC20120000692336,0.0009844406740739942
VIC20140000265963,0.026545442640781403
VIC20090001956822,0.0855024978518486
VIC20120000534573,0.048156823962926865
VIC20120000237850,0.008254955522716045
VIC20130001243552,0.11101789772510529
VIC20140000239638,0.07754584401845932
VIC20110002457731,0.039975956082344055
VIC20120001761136,0.01914115622639656
VIC20140001209874,0.16550952196121216
VIC20090001414671,0.05166070908308029
VIC20090001023918,0.11909137666225433
VIC20140000006707,0.033401552587747574
VIC20140000964065,0.022446785122156143
VIC20090000145247,0.08984387665987015
VIC20090000785441,0.001616164343431592
VIC20110000450152,0.025434749200940132
VIC20140000925903,0.020405737683176994
VIC20130000499603,0.021713361144065857
VIC20110000780932,0.000958032498601824
VIC20130000384596,0.0018422033172100782
VIC20110001933868,0.01534714363515377
VIC20130000979978,0.009634758345782757
VIC20120000553899,0.017472248524427414
VIC20140001288454,0.039576172828674316
VIC20100000877241,0.03648042306303978
VIC20120001673353,0.019391972571611404
VIC20120002166416,0.02293238416314125
VIC20100001767981,0.008132039569318295
VIC20110000130399,0.01769639365375042
VIC20110002353335,0.009235411882400513
VIC20110001309478,0.0869080126285553
VIC20100001113794,0.009951643645763397
VIC20110000481806,0.012016880325973034
VIC20110000018977,0.014583230018615723
VIC20110001517511,0.005636157002300024
VIC20100000904869,0.10828880965709686
VIC20130001301767,0.0013601590180769563
VIC20090001060043,0.12839943170547485
VIC20140000101037,0.037776846438646317
VIC20100002398362,0.016284281387925148
VIC20100002294126,0.01266545057296753
VIC20090002335325,0.0013472499558702111
VIC20120002112406,0.022296328097581863
VIC20140000372438,0.018139539286494255
VIC20130000083144,0.0015539474552497268
VIC20130000702457,0.07462868094444275
VIC20110000838167,0.012306401506066322
VIC20110000923049,0.009314834140241146
VIC20140000846990,0.0011241452302783728
VIC20100001187934,0.0653802677989006
VIC20140000619192,0.017180074006319046
VIC20100000816950,0.07162924110889435
VIC20130000400599,0.0012387365568429232
VIC20130001330531,0.022845201194286346
VIC20130000664388,0.030467314645648003
VIC20100000106176,0.0015765392454341054
VIC20110002298416,0.02115844190120697
VIC20110001234164,0.02131340652704239
VIC20110001199229,0.015869323164224625
VIC20140001274626,0.05035390704870224
VIC20120001294096,0.015175295062363148
VIC20130000928017,0.109637051820755
VIC20100001842674,0.012902023270726204
VIC20110001199340,0.016969839110970497
VIC20110002353678,0.020939607173204422
VIC20140000621482,0.016618259251117706
VIC20120001938782,0.014980056323111057
VIC20120000785865,0.008734725415706635
VIC20110001760947,0.012435250915586948
VIC20140000605018,0.011027623899281025
VIC20100002333454,0.08776690065860748
VIC20100000067721,0.031261175870895386
VIC20110001496893,0.01034625992178917
VIC20140000680956,0.015438497997820377
VIC20120002142773,0.021509330719709396
VIC20140000017198,0.03634799271821976
VIC20110002460177,0.01516648381948471
VIC20120001604678,0.0147892776876688
VIC20140001226227,0.03304515779018402
VIC20120001396542,0.2771065831184387
VIC20090000868348,0.07328760623931885
VIC20130000834654,0.0007329852087423205
VIC20130001432735,0.10072680562734604
VIC20140000571848,0.11380340158939362
VIC20140001270226,0.06796961277723312
VIC20100001338970,0.034722890704870224
VIC20110000677591,0.009553270414471626
VIC20100002478879,0.026038993149995804
VIC20130001181185,0.05061749368906021
VIC20090002076631,0.08063392341136932
VIC20110002082095,0.07475636899471283
VIC20140000993877,0.0008382413070648909
VIC20140000170105,0.052416231483221054
VIC20140001096992,0.017207590863108635
VIC20090000423995,0.054026830941438675
VIC20110001312558,0.010664945468306541
VIC20090000465186,0.11152299493551254
VIC20090000722717,0.08612118661403656
VIC20140000297380,0.021196706220507622
VIC20110000094211,0.14292104542255402
VIC20090001794975,0.04848179221153259
VIC20090001712161,0.15685074031352997
VIC20130001384087,0.01645559072494507
VIC20110001845190,0.009369689039885998
VIC20130001412399,0.03663107007741928
VIC20130000399306,0.11889387667179108
VIC20100002492651,0.021284904330968857
VIC20100001235353,0.019149424508213997
VIC20090000912068,0.03530709445476532
VIC20120001061574,0.038103796541690826
VIC20120001376797,0.014434476383030415
VIC20120002097781,0.030415086075663567
VIC20140000978037,0.011760594323277473
VIC20090001018754,0.00209435960277915
VIC20120001105291,0.09109067916870117
VIC20140000474252,0.03485007956624031
VIC20100001244236,0.0014333990402519703
VIC20130001021780,0.01086700800806284
VIC20090000567645,0.086985744535923
VIC20110000538958,0.01827903650701046
VIC20110002375756,0.017407428473234177
VIC20130001383851,0.021357392892241478
VIC20130000315837,0.025342067703604698
VIC20140001282733,0.01989460363984108
VIC20120001294667,0.025662114843726158
VIC20120000119953,0.016778644174337387
VIC20130000986453,0.010151995345950127
VIC20130000751422,0.010006330907344818
